Location,Address,Resolved Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity
,"Nueva Italia de Ruiz, MICH, México",,Week 40 (Oct),82.5,53.7,69,,83.5,0,,11.4,,64.9,76.07
,"Nueva Italia de Ruiz, MICH, México",,Week 41 (Oct),82.5,53.7,68.4,,83,0,,16.1,,76.7,81.86
,"Nueva Italia de Ruiz, MICH, México",,Week 42 (Oct),82.5,53.7,68.7,,84.1,0,,11.4,,64.3,77.35
,"Nueva Italia de Ruiz, MICH, México",,Week 43 (Oct),78.9,48.3,67.6,,,0,,11.4,,60.4,73.32
,"Nueva Italia de Ruiz, MICH, México",,Week 44 (Oct),80.7,44.7,68.5,,81.5,0,,13.9,,42,68.17
,"Nueva Italia de Ruiz, MICH, México",,Week 45 (Nov),78.9,42.9,67.9,,,0,,11.4,,42.8,68.55
,"Nueva Italia de Ruiz, MICH, México",,Week 46 (Nov),82.5,50.1,67.7,,81.8,0,,11.4,,39,68.24
,"Nueva Italia de Ruiz, MICH, México",,Week 47 (Nov),77.1,44.7,66.2,,,0,,11.4,,47.4,63.98
,"Nueva Italia de Ruiz, MICH, México",,Week 48 (Nov),82.5,46.5,67.5,,82.6,0,,13.9,,31.7,63.82
,"Nueva Italia de Ruiz, MICH, México",,Week 49 (Dec),80.7,46.5,65.6,,80.1,0,,16.1,,52.6,67.95
,"Nueva Italia de Ruiz, MICH, México",,Week 50 (Dec),82.5,41.1,65.8,,83.5,0,,13.9,,38.9,62.96
,"Nueva Italia de Ruiz, MICH, México",,Week 51 (Dec),80.7,44.7,66.5,,81.2,0,,13.9,,38.7,61.42
,"Nueva Italia de Ruiz, MICH, México",,Week 52 (Dec),78.9,39.3,64.8,,,0,,13.9,,39,56.16
,"Nueva Italia de Ruiz, MICH, México",,Week 1 (Dec),77.1,46.5,66.5,,,0,,11.4,,62.3,60.65
